CMSDOCK Water level (NAVD88) (ft),Time ,Date
0.01,12:06:00 PM,7/6/2022
0.09,12:12:00 PM,7/6/2022
0.18,12:18:00 PM,7/6/2022
0.26,12:24:00 PM,7/6/2022
0.34,12:30:00 PM,7/6/2022
0.4,12:36:00 PM,7/6/2022
0.48,12:42:00 PM,7/6/2022
0.55,12:48:00 PM,7/6/2022
0.62,12:54:00 PM,7/6/2022
0.69,1:00:00 PM,7/6/2022
0.74,1:06:00 PM,7/6/2022
0.82,1:12:00 PM,7/6/2022
0.88,1:18:00 PM,7/6/2022
0.94,1:24:00 PM,7/6/2022
1,1:30:00 PM,7/6/2022
1.06,1:36:00 PM,7/6/2022
1.1,1:42:00 PM,7/6/2022
1.15,1:48:00 PM,7/6/2022
1.18,1:54:00 PM,7/6/2022
1.21,2:00:00 PM,7/6/2022
1.23,2:06:00 PM,7/6/2022
1.25,2:12:00 PM,7/6/2022
1.27,2:18:00 PM,7/6/2022
-0.03,12:06:00 AM,7/7/2022
0.02,12:12:00 AM,7/7/2022
0.08,12:18:00 AM,7/7/2022
0.14,12:24:00 AM,7/7/2022
0.2,12:30:00 AM,7/7/2022
0.26,12:36:00 AM,7/7/2022
0.32,12:42:00 AM,7/7/2022
0.38,12:48:00 AM,7/7/2022
0.43,12:54:00 AM,7/7/2022
0.49,1:00:00 AM,7/7/2022
0.54,1:06:00 AM,7/7/2022
0.6,1:12:00 AM,7/7/2022
0.66,1:18:00 AM,7/7/2022
0.71,1:24:00 AM,7/7/2022
0.77,1:30:00 AM,7/7/2022
0.82,1:36:00 AM,7/7/2022
0.87,1:42:00 AM,7/7/2022
0.91,1:48:00 AM,7/7/2022
0.95,1:54:00 AM,7/7/2022
0.98,2:00:00 AM,7/7/2022
1.01,2:06:00 AM,7/7/2022
1.04,2:12:00 AM,7/7/2022
1.07,2:18:00 AM,7/7/2022
1.07,2:24:00 AM,7/7/2022
1.07,2:30:00 AM,7/7/2022
1.07,2:36:00 AM,7/7/2022
1.06,2:42:00 AM,7/7/2022
1.05,2:48:00 AM,7/7/2022
1.01,2:54:00 AM,7/7/2022
0.98,3:00:00 AM,7/7/2022
0.94,3:06:00 AM,7/7/2022
0.9,3:12:00 AM,7/7/2022
0.86,3:18:00 AM,7/7/2022
0.81,3:24:00 AM,7/7/2022
0.77,3:30:00 AM,7/7/2022
0.71,3:36:00 AM,7/7/2022
0.65,3:42:00 AM,7/7/2022
0.58,3:48:00 AM,7/7/2022
0.52,3:54:00 AM,7/7/2022
0.45,4:00:00 AM,7/7/2022
0.38,4:06:00 AM,7/7/2022
0.32,4:12:00 AM,7/7/2022
0.25,4:18:00 AM,7/7/2022
0.17,4:24:00 AM,7/7/2022
0.08,4:30:00 AM,7/7/2022
0.01,4:36:00 AM,7/7/2022
-0.05,4:42:00 AM,7/7/2022
-0.12,4:48:00 AM,7/7/2022
-0.19,4:54:00 AM,7/7/2022
-0.26,5:00:00 AM,7/7/2022
-0.33,5:06:00 AM,7/7/2022
-0.4,5:12:00 AM,7/7/2022
-0.46,5:18:00 AM,7/7/2022
-0.53,5:24:00 AM,7/7/2022
-0.61,5:30:00 AM,7/7/2022
-0.69,5:36:00 AM,7/7/2022
-0.77,5:42:00 AM,7/7/2022
-0.85,5:48:00 AM,7/7/2022
-0.94,5:54:00 AM,7/7/2022
-1.02,6:00:00 AM,7/7/2022
-1.1,6:06:00 AM,7/7/2022
-1.18,6:12:00 AM,7/7/2022
-1.26,6:18:00 AM,7/7/2022
-1.34,6:24:00 AM,7/7/2022
-1.41,6:30:00 AM,7/7/2022
-1.48,6:36:00 AM,7/7/2022
-1.54,6:42:00 AM,7/7/2022
-1.59,6:48:00 AM,7/7/2022
-1.65,6:54:00 AM,7/7/2022
-1.7,7:00:00 AM,7/7/2022
-1.75,7:06:00 AM,7/7/2022
-1.81,7:12:00 AM,7/7/2022
-1.84,7:18:00 AM,7/7/2022
-1.88,7:24:00 AM,7/7/2022
-1.93,7:30:00 AM,7/7/2022
-1.98,7:36:00 AM,7/7/2022
-2.04,7:42:00 AM,7/7/2022
-2.09,7:48:00 AM,7/7/2022
-2.14,7:54:00 AM,7/7/2022
-2.2,8:00:00 AM,7/7/2022
-2.26,8:06:00 AM,7/7/2022
-2.31,8:12:00 AM,7/7/2022
-2.35,8:18:00 AM,7/7/2022
-2.36,8:24:00 AM,7/7/2022
-2.4,8:30:00 AM,7/7/2022
-2.43,8:36:00 AM,7/7/2022
-2.46,8:42:00 AM,7/7/2022
-2.5,8:48:00 AM,7/7/2022
-2.51,8:54:00 AM,7/7/2022
-2.51,9:00:00 AM,7/7/2022
-2.5,9:06:00 AM,7/7/2022
-2.47,9:12:00 AM,7/7/2022
-2.43,9:18:00 AM,7/7/2022
-2.37,9:24:00 AM,7/7/2022
-2.31,9:30:00 AM,7/7/2022
-2.27,9:36:00 AM,7/7/2022
-2.24,9:42:00 AM,7/7/2022
-2.2,9:48:00 AM,7/7/2022
-2.17,9:54:00 AM,7/7/2022
-2.15,10:00:00 AM,7/7/2022
-2.12,10:06:00 AM,7/7/2022
-2.08,10:12:00 AM,7/7/2022
-2.02,10:18:00 AM,7/7/2022
-1.95,10:24:00 AM,7/7/2022
-1.87,10:30:00 AM,7/7/2022
-1.79,10:36:00 AM,7/7/2022
-1.71,10:42:00 AM,7/7/2022
-1.63,10:48:00 AM,7/7/2022
-1.56,10:54:00 AM,7/7/2022
-1.49,11:00:00 AM,7/7/2022
-1.41,11:06:00 AM,7/7/2022
-1.34,11:12:00 AM,7/7/2022
-1.27,11:18:00 AM,7/7/2022
-1.2,11:24:00 AM,7/7/2022
-1.13,11:30:00 AM,7/7/2022
-1.06,11:36:00 AM,7/7/2022
-0.96,11:42:00 AM,7/7/2022
-0.87,11:48:00 AM,7/7/2022
-0.78,11:54:00 AM,7/7/2022
-0.7,12:00:00 PM,7/7/2022
-0.62,12:06:00 PM,7/7/2022
-0.54,12:12:00 PM,7/7/2022
-0.46,12:18:00 PM,7/7/2022
-0.37,12:24:00 PM,7/7/2022
-0.29,12:30:00 PM,7/7/2022
-0.21,12:36:00 PM,7/7/2022
-0.14,12:42:00 PM,7/7/2022
-0.06,12:48:00 PM,7/7/2022
0.02,12:54:00 PM,7/7/2022
0.11,1:00:00 PM,7/7/2022
0.21,1:06:00 PM,7/7/2022
0.29,1:12:00 PM,7/7/2022
0.38,1:18:00 PM,7/7/2022
0.45,1:24:00 PM,7/7/2022
0.55,1:30:00 PM,7/7/2022
0.63,1:36:00 PM,7/7/2022
0.72,1:42:00 PM,7/7/2022
0.8,1:48:00 PM,7/7/2022
0.88,1:54:00 PM,7/7/2022
0.96,2:00:00 PM,7/7/2022
1.03,2:06:00 PM,7/7/2022
1.09,2:12:00 PM,7/7/2022
1.15,2:18:00 PM,7/7/2022
1.21,2:24:00 PM,7/7/2022
1.25,2:30:00 PM,7/7/2022
1.29,2:36:00 PM,7/7/2022
1.33,2:42:00 PM,7/7/2022
1.36,2:48:00 PM,7/7/2022
1.38,2:54:00 PM,7/7/2022
1.4,3:00:00 PM,7/7/2022
1.41,3:06:00 PM,7/7/2022
1.41,3:12:00 PM,7/7/2022
1.41,3:18:00 PM,7/7/2022
1.39,3:24:00 PM,7/7/2022
1.37,3:30:00 PM,7/7/2022
1.35,3:36:00 PM,7/7/2022
1.32,3:42:00 PM,7/7/2022
1.28,3:48:00 PM,7/7/2022
1.25,3:54:00 PM,7/7/2022
1.2,4:00:00 PM,7/7/2022
1.15,4:06:00 PM,7/7/2022
1.09,4:12:00 PM,7/7/2022
1.04,4:18:00 PM,7/7/2022
0.98,4:24:00 PM,7/7/2022
0.92,4:30:00 PM,7/7/2022
0.85,4:36:00 PM,7/7/2022
0.79,4:42:00 PM,7/7/2022
0.72,4:48:00 PM,7/7/2022
0.66,4:54:00 PM,7/7/2022
0.6,5:00:00 PM,7/7/2022
0.53,5:06:00 PM,7/7/2022
0.46,5:12:00 PM,7/7/2022
0.41,5:18:00 PM,7/7/2022
0.34,5:24:00 PM,7/7/2022
0.27,5:30:00 PM,7/7/2022
0.21,5:36:00 PM,7/7/2022
0.15,5:42:00 PM,7/7/2022
0.09,5:48:00 PM,7/7/2022
0.02,5:54:00 PM,7/7/2022
-0.03,6:00:00 PM,7/7/2022
-0.09,6:06:00 PM,7/7/2022
-0.14,6:12:00 PM,7/7/2022
-0.21,6:18:00 PM,7/7/2022
-0.27,6:24:00 PM,7/7/2022
-0.34,6:30:00 PM,7/7/2022
-0.41,6:36:00 PM,7/7/2022
-0.48,6:42:00 PM,7/7/2022
-0.56,6:48:00 PM,7/7/2022
-0.63,6:54:00 PM,7/7/2022
-0.71,7:00:00 PM,7/7/2022
-0.78,7:06:00 PM,7/7/2022
-0.86,7:12:00 PM,7/7/2022
-0.93,7:18:00 PM,7/7/2022
-1,7:24:00 PM,7/7/2022
-1.07,7:30:00 PM,7/7/2022
-1.15,7:36:00 PM,7/7/2022
-1.24,7:42:00 PM,7/7/2022
-1.32,7:48:00 PM,7/7/2022
-1.41,7:54:00 PM,7/7/2022
-1.48,8:00:00 PM,7/7/2022
-1.55,8:06:00 PM,7/7/2022
-1.63,8:12:00 PM,7/7/2022
-1.69,8:18:00 PM,7/7/2022
-1.75,8:24:00 PM,7/7/2022
-1.79,8:30:00 PM,7/7/2022
-1.83,8:36:00 PM,7/7/2022
-1.86,8:42:00 PM,7/7/2022
-1.89,8:48:00 PM,7/7/2022
-1.93,8:54:00 PM,7/7/2022
-1.95,9:00:00 PM,7/7/2022
-2,9:06:00 PM,7/7/2022
-2.03,9:12:00 PM,7/7/2022
-2.07,9:18:00 PM,7/7/2022
-2.12,9:24:00 PM,7/7/2022
-2.15,9:30:00 PM,7/7/2022
-2.15,9:36:00 PM,7/7/2022
-2.15,9:42:00 PM,7/7/2022
-2.13,9:48:00 PM,7/7/2022
-2.11,9:54:00 PM,7/7/2022
-2.07,10:00:00 PM,7/7/2022
-2.03,10:06:00 PM,7/7/2022
-1.98,10:12:00 PM,7/7/2022
-1.93,10:18:00 PM,7/7/2022
-1.87,10:24:00 PM,7/7/2022
-1.82,10:30:00 PM,7/7/2022
-1.77,10:36:00 PM,7/7/2022
-1.69,10:42:00 PM,7/7/2022
-1.62,10:48:00 PM,7/7/2022
-1.55,10:54:00 PM,7/7/2022
-1.48,11:00:00 PM,7/7/2022
-1.43,11:06:00 PM,7/7/2022
-1.37,11:12:00 PM,7/7/2022
-1.3,11:18:00 PM,7/7/2022
-1.24,11:24:00 PM,7/7/2022
-1.18,11:30:00 PM,7/7/2022
-1.13,11:36:00 PM,7/7/2022
-1.06,11:42:00 PM,7/7/2022
-0.99,11:48:00 PM,7/7/2022
-0.95,11:54:00 PM,7/7/2022
-0.88,12:00:00 AM,7/8/2022
-0.8,12:06:00 AM,7/8/2022
-0.76,12:12:00 AM,7/8/2022
-0.71,12:18:00 AM,7/8/2022
-0.65,12:24:00 AM,7/8/2022
-0.57,12:30:00 AM,7/8/2022
-0.49,12:36:00 AM,7/8/2022
-0.41,12:42:00 AM,7/8/2022
-0.34,12:48:00 AM,7/8/2022
-0.27,12:54:00 AM,7/8/2022
-0.18,1:00:00 AM,7/8/2022
-0.11,1:06:00 AM,7/8/2022
-0.03,1:12:00 AM,7/8/2022
0.04,1:18:00 AM,7/8/2022
0.11,1:24:00 AM,7/8/2022
0.16,1:30:00 AM,7/8/2022
0.21,1:36:00 AM,7/8/2022
0.26,1:42:00 AM,7/8/2022
0.32,1:48:00 AM,7/8/2022
0.37,1:54:00 AM,7/8/2022
0.41,2:00:00 AM,7/8/2022
0.46,2:06:00 AM,7/8/2022
0.5,2:12:00 AM,7/8/2022
0.54,2:18:00 AM,7/8/2022
0.58,2:24:00 AM,7/8/2022
0.63,2:30:00 AM,7/8/2022
0.65,2:36:00 AM,7/8/2022
0.69,2:42:00 AM,7/8/2022
0.73,2:48:00 AM,7/8/2022
0.75,2:54:00 AM,7/8/2022
0.76,3:00:00 AM,7/8/2022
0.78,3:06:00 AM,7/8/2022
0.78,3:12:00 AM,7/8/2022
0.79,3:18:00 AM,7/8/2022
0.78,3:24:00 AM,7/8/2022
0.77,3:30:00 AM,7/8/2022
0.75,3:36:00 AM,7/8/2022
0.74,3:42:00 AM,7/8/2022
0.71,3:48:00 AM,7/8/2022
0.68,3:54:00 AM,7/8/2022
0.65,4:00:00 AM,7/8/2022
0.61,4:06:00 AM,7/8/2022
0.57,4:12:00 AM,7/8/2022
0.52,4:18:00 AM,7/8/2022
0.48,4:24:00 AM,7/8/2022
0.43,4:30:00 AM,7/8/2022
0.38,4:36:00 AM,7/8/2022
0.32,4:42:00 AM,7/8/2022
0.26,4:48:00 AM,7/8/2022
0.2,4:54:00 AM,7/8/2022
0.15,5:00:00 AM,7/8/2022
0.09,5:06:00 AM,7/8/2022
0.04,5:12:00 AM,7/8/2022
-0.02,5:18:00 AM,7/8/2022
-0.08,5:24:00 AM,7/8/2022
-0.14,5:30:00 AM,7/8/2022
-0.2,5:36:00 AM,7/8/2022
-0.27,5:42:00 AM,7/8/2022
-0.33,5:48:00 AM,7/8/2022
-0.4,5:54:00 AM,7/8/2022
-0.48,6:00:00 AM,7/8/2022
-0.57,6:06:00 AM,7/8/2022
-0.66,6:12:00 AM,7/8/2022
-0.75,6:18:00 AM,7/8/2022
-0.84,6:24:00 AM,7/8/2022
-0.93,6:30:00 AM,7/8/2022
-1.02,6:36:00 AM,7/8/2022
-1.11,6:42:00 AM,7/8/2022
-1.2,6:48:00 AM,7/8/2022
-1.28,6:54:00 AM,7/8/2022
-1.37,7:00:00 AM,7/8/2022
-1.45,7:06:00 AM,7/8/2022
-1.53,7:12:00 AM,7/8/2022
-1.61,7:18:00 AM,7/8/2022
-1.67,7:24:00 AM,7/8/2022
-1.74,7:30:00 AM,7/8/2022
-1.79,7:36:00 AM,7/8/2022
-1.83,7:42:00 AM,7/8/2022
-1.85,7:48:00 AM,7/8/2022
-1.87,7:54:00 AM,7/8/2022
-1.91,8:00:00 AM,7/8/2022
-1.95,8:06:00 AM,7/8/2022
-2,8:12:00 AM,7/8/2022
-2.07,8:18:00 AM,7/8/2022
-2.15,8:24:00 AM,7/8/2022
-2.22,8:30:00 AM,7/8/2022
-2.3,8:36:00 AM,7/8/2022
-2.35,8:42:00 AM,7/8/2022
-2.4,8:48:00 AM,7/8/2022
-2.46,8:54:00 AM,7/8/2022
-2.51,9:00:00 AM,7/8/2022
-2.56,9:06:00 AM,7/8/2022
-2.6,9:12:00 AM,7/8/2022
-2.65,9:18:00 AM,7/8/2022
-2.68,9:24:00 AM,7/8/2022
-2.72,9:30:00 AM,7/8/2022
-2.76,9:36:00 AM,7/8/2022
-2.78,9:42:00 AM,7/8/2022
-2.82,9:48:00 AM,7/8/2022
-2.84,9:54:00 AM,7/8/2022
-2.86,10:00:00 AM,7/8/2022
-2.83,10:06:00 AM,7/8/2022
-2.81,10:12:00 AM,7/8/2022
-2.74,10:18:00 AM,7/8/2022
-2.66,10:24:00 AM,7/8/2022
-2.56,10:30:00 AM,7/8/2022
-2.48,10:36:00 AM,7/8/2022
-2.42,10:42:00 AM,7/8/2022
-2.32,10:48:00 AM,7/8/2022
-2.25,10:54:00 AM,7/8/2022
-2.2,11:00:00 AM,7/8/2022
-2.13,11:06:00 AM,7/8/2022
-2.05,11:12:00 AM,7/8/2022
-1.96,11:18:00 AM,7/8/2022
-1.88,11:24:00 AM,7/8/2022
-1.8,11:30:00 AM,7/8/2022
-1.72,11:36:00 AM,7/8/2022
-1.65,11:42:00 AM,7/8/2022
-1.58,11:48:00 AM,7/8/2022
-1.5,11:54:00 AM,7/8/2022
-1.42,12:00:00 PM,7/8/2022
-1.32,12:06:00 PM,7/8/2022
-1.23,12:12:00 PM,7/8/2022
-1.14,12:18:00 PM,7/8/2022
-1.04,12:24:00 PM,7/8/2022
-0.96,12:30:00 PM,7/8/2022
-0.88,12:36:00 PM,7/8/2022
-0.79,12:42:00 PM,7/8/2022
-0.7,12:48:00 PM,7/8/2022
-0.6,12:54:00 PM,7/8/2022
-0.51,1:00:00 PM,7/8/2022
-0.44,1:06:00 PM,7/8/2022
-0.35,1:12:00 PM,7/8/2022
-0.27,1:18:00 PM,7/8/2022
-0.19,1:24:00 PM,7/8/2022
-0.11,1:30:00 PM,7/8/2022
-0.03,1:36:00 PM,7/8/2022
0.06,1:42:00 PM,7/8/2022
0.16,1:48:00 PM,7/8/2022
0.26,1:54:00 PM,7/8/2022
0.36,2:00:00 PM,7/8/2022
0.45,2:06:00 PM,7/8/2022
0.54,2:12:00 PM,7/8/2022
0.62,2:18:00 PM,7/8/2022
0.7,2:24:00 PM,7/8/2022
0.77,2:30:00 PM,7/8/2022
0.85,2:36:00 PM,7/8/2022
0.92,2:42:00 PM,7/8/2022
1,2:48:00 PM,7/8/2022
1.07,2:54:00 PM,7/8/2022
1.15,3:00:00 PM,7/8/2022
1.22,3:06:00 PM,7/8/2022
1.28,3:12:00 PM,7/8/2022
1.34,3:18:00 PM,7/8/2022
1.41,3:24:00 PM,7/8/2022
1.48,3:30:00 PM,7/8/2022
1.53,3:36:00 PM,7/8/2022
1.59,3:42:00 PM,7/8/2022
1.63,3:48:00 PM,7/8/2022
1.65,3:54:00 PM,7/8/2022
1.7,4:00:00 PM,7/8/2022
1.73,4:06:00 PM,7/8/2022
1.75,4:12:00 PM,7/8/2022
1.77,4:18:00 PM,7/8/2022
1.76,4:24:00 PM,7/8/2022
1.77,4:30:00 PM,7/8/2022
1.74,4:36:00 PM,7/8/2022
1.68,4:42:00 PM,7/8/2022
1.64,4:48:00 PM,7/8/2022
1.58,4:54:00 PM,7/8/2022
1.53,5:00:00 PM,7/8/2022
1.48,5:06:00 PM,7/8/2022
1.41,5:12:00 PM,7/8/2022
1.32,5:18:00 PM,7/8/2022
1.29,5:24:00 PM,7/8/2022
1.22,5:30:00 PM,7/8/2022
1.15,5:36:00 PM,7/8/2022
1.08,5:42:00 PM,7/8/2022
1.01,5:48:00 PM,7/8/2022
0.94,5:54:00 PM,7/8/2022
0.87,6:00:00 PM,7/8/2022
0.81,6:06:00 PM,7/8/2022
0.73,6:12:00 PM,7/8/2022
0.66,6:18:00 PM,7/8/2022
0.58,6:24:00 PM,7/8/2022
0.51,6:30:00 PM,7/8/2022
0.45,6:36:00 PM,7/8/2022
0.4,6:42:00 PM,7/8/2022
0.34,6:48:00 PM,7/8/2022
0.28,6:54:00 PM,7/8/2022
0.21,7:00:00 PM,7/8/2022
0.15,7:06:00 PM,7/8/2022
0.08,7:12:00 PM,7/8/2022
0.01,7:18:00 PM,7/8/2022
-0.06,7:24:00 PM,7/8/2022
-0.14,7:30:00 PM,7/8/2022
-0.21,7:36:00 PM,7/8/2022
-0.28,7:42:00 PM,7/8/2022
-0.35,7:48:00 PM,7/8/2022
-0.42,7:54:00 PM,7/8/2022
-0.5,8:00:00 PM,7/8/2022
-0.57,8:06:00 PM,7/8/2022
-0.65,8:12:00 PM,7/8/2022
-0.73,8:18:00 PM,7/8/2022
-0.81,8:24:00 PM,7/8/2022
-0.89,8:30:00 PM,7/8/2022
-0.97,8:36:00 PM,7/8/2022
-1.05,8:42:00 PM,7/8/2022
-1.12,8:48:00 PM,7/8/2022
-1.2,8:54:00 PM,7/8/2022
-1.28,9:00:00 PM,7/8/2022
-1.36,9:06:00 PM,7/8/2022
-1.44,9:12:00 PM,7/8/2022
-1.51,9:18:00 PM,7/8/2022
-1.58,9:24:00 PM,7/8/2022
-1.65,9:30:00 PM,7/8/2022
-1.72,9:36:00 PM,7/8/2022
-1.79,9:42:00 PM,7/8/2022
-1.85,9:48:00 PM,7/8/2022
-1.92,9:54:00 PM,7/8/2022
-1.96,10:00:00 PM,7/8/2022
-2.02,10:06:00 PM,7/8/2022
-2.07,10:12:00 PM,7/8/2022
-2.12,10:18:00 PM,7/8/2022
-2.15,10:24:00 PM,7/8/2022
-2.17,10:30:00 PM,7/8/2022
-2.17,10:36:00 PM,7/8/2022
-2.18,10:42:00 PM,7/8/2022
-2.16,10:48:00 PM,7/8/2022
-2.14,10:54:00 PM,7/8/2022
-2.11,11:00:00 PM,7/8/2022
-2.07,11:06:00 PM,7/8/2022
-2.01,11:12:00 PM,7/8/2022
-1.96,11:18:00 PM,7/8/2022
-1.89,11:24:00 PM,7/8/2022
-1.82,11:30:00 PM,7/8/2022
-1.76,11:36:00 PM,7/8/2022
-1.69,11:42:00 PM,7/8/2022
-1.63,11:48:00 PM,7/8/2022
-1.54,11:54:00 PM,7/8/2022
-1.44,12:00:00 AM,7/9/2022
-1.32,12:06:00 AM,7/9/2022
-1.26,12:12:00 AM,7/9/2022
-1.18,12:18:00 AM,7/9/2022
-1.1,12:24:00 AM,7/9/2022
-1.03,12:30:00 AM,7/9/2022
-0.96,12:36:00 AM,7/9/2022
-0.89,12:42:00 AM,7/9/2022
-0.83,12:48:00 AM,7/9/2022
-0.78,12:54:00 AM,7/9/2022
-0.74,1:00:00 AM,7/9/2022
-0.68,1:06:00 AM,7/9/2022
-0.63,1:12:00 AM,7/9/2022
-0.56,1:18:00 AM,7/9/2022
-0.5,1:24:00 AM,7/9/2022
-0.43,1:30:00 AM,7/9/2022
-0.37,1:36:00 AM,7/9/2022
-0.3,1:42:00 AM,7/9/2022
-0.22,1:48:00 AM,7/9/2022
-0.13,1:54:00 AM,7/9/2022
-0.07,2:00:00 AM,7/9/2022
0.01,2:06:00 AM,7/9/2022
0.09,2:12:00 AM,7/9/2022
0.17,2:18:00 AM,7/9/2022
0.23,2:24:00 AM,7/9/2022
0.29,2:30:00 AM,7/9/2022
0.35,2:36:00 AM,7/9/2022
0.4,2:42:00 AM,7/9/2022
0.46,2:48:00 AM,7/9/2022
0.52,2:54:00 AM,7/9/2022
0.56,3:00:00 AM,7/9/2022
0.62,3:06:00 AM,7/9/2022
0.66,3:12:00 AM,7/9/2022
0.69,3:18:00 AM,7/9/2022
0.73,3:24:00 AM,7/9/2022
0.77,3:30:00 AM,7/9/2022
0.79,3:36:00 AM,7/9/2022
0.82,3:42:00 AM,7/9/2022
0.83,3:48:00 AM,7/9/2022
0.84,3:54:00 AM,7/9/2022
0.85,4:00:00 AM,7/9/2022
0.86,4:06:00 AM,7/9/2022
0.85,4:12:00 AM,7/9/2022
0.84,4:18:00 AM,7/9/2022
0.81,4:24:00 AM,7/9/2022
0.79,4:30:00 AM,7/9/2022
0.76,4:36:00 AM,7/9/2022
0.73,4:42:00 AM,7/9/2022
0.69,4:48:00 AM,7/9/2022
0.65,4:54:00 AM,7/9/2022
0.6,5:00:00 AM,7/9/2022
0.55,5:06:00 AM,7/9/2022
0.5,5:12:00 AM,7/9/2022
0.46,5:18:00 AM,7/9/2022
0.41,5:24:00 AM,7/9/2022
0.36,5:30:00 AM,7/9/2022
0.3,5:36:00 AM,7/9/2022
0.24,5:42:00 AM,7/9/2022
0.19,5:48:00 AM,7/9/2022
0.14,5:54:00 AM,7/9/2022
0.09,6:00:00 AM,7/9/2022
0.04,6:06:00 AM,7/9/2022
-0.02,6:12:00 AM,7/9/2022
-0.09,6:18:00 AM,7/9/2022
-0.15,6:24:00 AM,7/9/2022
-0.21,6:30:00 AM,7/9/2022
-0.27,6:36:00 AM,7/9/2022
-0.33,6:42:00 AM,7/9/2022
-0.38,6:48:00 AM,7/9/2022
-0.44,6:54:00 AM,7/9/2022
-0.5,7:00:00 AM,7/9/2022
-0.57,7:06:00 AM,7/9/2022
-0.62,7:12:00 AM,7/9/2022
-0.68,7:18:00 AM,7/9/2022
-0.73,7:24:00 AM,7/9/2022
-0.8,7:30:00 AM,7/9/2022
-0.86,7:36:00 AM,7/9/2022
-0.93,7:42:00 AM,7/9/2022
-1,7:48:00 AM,7/9/2022
-1.07,7:54:00 AM,7/9/2022
-1.15,8:00:00 AM,7/9/2022
-1.22,8:06:00 AM,7/9/2022
-1.3,8:12:00 AM,7/9/2022
-1.39,8:18:00 AM,7/9/2022
-1.48,8:24:00 AM,7/9/2022
-1.56,8:30:00 AM,7/9/2022
-1.65,8:36:00 AM,7/9/2022
-1.74,8:42:00 AM,7/9/2022
-1.83,8:48:00 AM,7/9/2022
-1.91,8:54:00 AM,7/9/2022
-2,9:00:00 AM,7/9/2022
-2.1,9:06:00 AM,7/9/2022
-2.19,9:12:00 AM,7/9/2022
-2.28,9:18:00 AM,7/9/2022
-2.37,9:24:00 AM,7/9/2022
-2.45,9:30:00 AM,7/9/2022
-2.54,9:36:00 AM,7/9/2022
-2.6,9:42:00 AM,7/9/2022
-2.66,9:48:00 AM,7/9/2022
-2.72,9:54:00 AM,7/9/2022
-2.78,10:00:00 AM,7/9/2022
-2.86,10:06:00 AM,7/9/2022
-2.93,10:12:00 AM,7/9/2022
-3,10:18:00 AM,7/9/2022
-3.04,10:24:00 AM,7/9/2022
-3.06,10:30:00 AM,7/9/2022
-3.04,10:36:00 AM,7/9/2022
-3.03,10:42:00 AM,7/9/2022
-2.99,10:48:00 AM,7/9/2022
-2.92,10:54:00 AM,7/9/2022
-2.84,11:00:00 AM,7/9/2022
-2.77,11:06:00 AM,7/9/2022
-2.69,11:12:00 AM,7/9/2022
-2.61,11:18:00 AM,7/9/2022
-2.52,11:24:00 AM,7/9/2022
-2.44,11:30:00 AM,7/9/2022
-2.35,11:36:00 AM,7/9/2022
-2.31,11:42:00 AM,7/9/2022
-2.27,11:48:00 AM,7/9/2022
-2.21,11:54:00 AM,7/9/2022
-2.14,12:00:00 PM,7/9/2022
-2.04,12:06:00 PM,7/9/2022
-1.94,12:12:00 PM,7/9/2022
-1.83,12:18:00 PM,7/9/2022
-1.74,12:24:00 PM,7/9/2022
-1.68,12:30:00 PM,7/9/2022
-1.61,12:36:00 PM,7/9/2022
-1.53,12:42:00 PM,7/9/2022
-1.45,12:48:00 PM,7/9/2022
-1.36,12:54:00 PM,7/9/2022
-1.28,1:00:00 PM,7/9/2022
-1.19,1:06:00 PM,7/9/2022
-1.1,1:12:00 PM,7/9/2022
-1.01,1:18:00 PM,7/9/2022
-0.91,1:24:00 PM,7/9/2022
-0.82,1:30:00 PM,7/9/2022
-0.73,1:36:00 PM,7/9/2022
-0.64,1:42:00 PM,7/9/2022
-0.54,1:48:00 PM,7/9/2022
-0.43,1:54:00 PM,7/9/2022
-0.32,2:00:00 PM,7/9/2022
-0.2,2:06:00 PM,7/9/2022
-0.1,2:12:00 PM,7/9/2022
0.02,2:18:00 PM,7/9/2022
0.13,2:24:00 PM,7/9/2022
0.24,2:30:00 PM,7/9/2022
0.35,2:36:00 PM,7/9/2022
0.47,2:42:00 PM,7/9/2022
0.59,2:48:00 PM,7/9/2022
0.7,2:54:00 PM,7/9/2022
0.8,3:00:00 PM,7/9/2022
0.89,3:06:00 PM,7/9/2022
0.98,3:12:00 PM,7/9/2022
1.06,3:18:00 PM,7/9/2022
1.15,3:24:00 PM,7/9/2022
1.23,3:30:00 PM,7/9/2022
1.3,3:36:00 PM,7/9/2022
1.38,3:42:00 PM,7/9/2022
1.45,3:48:00 PM,7/9/2022
1.51,3:54:00 PM,7/9/2022
1.57,4:00:00 PM,7/9/2022
1.63,4:06:00 PM,7/9/2022
1.68,4:12:00 PM,7/9/2022
1.72,4:18:00 PM,7/9/2022
1.74,4:24:00 PM,7/9/2022
1.77,4:30:00 PM,7/9/2022
1.79,4:36:00 PM,7/9/2022
1.8,4:42:00 PM,7/9/2022
1.81,4:48:00 PM,7/9/2022
1.82,4:54:00 PM,7/9/2022
1.81,5:00:00 PM,7/9/2022
1.81,5:06:00 PM,7/9/2022
1.8,5:12:00 PM,7/9/2022
1.81,5:18:00 PM,7/9/2022
1.8,5:24:00 PM,7/9/2022
1.8,5:30:00 PM,7/9/2022
1.78,5:36:00 PM,7/9/2022
1.76,5:42:00 PM,7/9/2022
