CMSDOCK Water level (NAVD88) (ft),Time ,Date
-1.57,10:30:00 AM,6/21/2022
-1.5,10:36:00 AM,6/21/2022
-1.43,10:42:00 AM,6/21/2022
-1.37,10:48:00 AM,6/21/2022
-1.3,10:54:00 AM,6/21/2022
-1.24,11:00:00 AM,6/21/2022
-1.16,11:06:00 AM,6/21/2022
-1.09,11:12:00 AM,6/21/2022
-1.02,11:18:00 AM,6/21/2022
-0.95,11:24:00 AM,6/21/2022
-0.88,11:30:00 AM,6/21/2022
-0.82,11:36:00 AM,6/21/2022
-0.75,11:42:00 AM,6/21/2022
-0.67,11:48:00 AM,6/21/2022
-0.6,11:54:00 AM,6/21/2022
-0.51,12:00:00 PM,6/21/2022
-0.43,12:06:00 PM,6/21/2022
-0.35,12:12:00 PM,6/21/2022
-0.26,12:18:00 PM,6/21/2022
-0.17,12:24:00 PM,6/21/2022
-0.09,12:30:00 PM,6/21/2022
0,12:36:00 PM,6/21/2022
0.09,12:42:00 PM,6/21/2022
0.18,12:48:00 PM,6/21/2022
0.27,12:54:00 PM,6/21/2022
0.36,1:00:00 PM,6/21/2022
0.44,1:06:00 PM,6/21/2022
0.53,1:12:00 PM,6/21/2022
0.61,1:18:00 PM,6/21/2022
0.69,1:24:00 PM,6/21/2022
0.77,1:30:00 PM,6/21/2022
0.85,1:36:00 PM,6/21/2022
0.93,1:42:00 PM,6/21/2022
1.01,1:48:00 PM,6/21/2022
1.09,1:54:00 PM,6/21/2022
1.17,2:00:00 PM,6/21/2022
1.25,2:06:00 PM,6/21/2022
1.32,2:12:00 PM,6/21/2022
1.39,2:18:00 PM,6/21/2022
1.45,2:24:00 PM,6/21/2022
1.52,2:30:00 PM,6/21/2022
1.58,2:36:00 PM,6/21/2022
1.64,2:42:00 PM,6/21/2022
1.68,2:48:00 PM,6/21/2022
1.73,2:54:00 PM,6/21/2022
1.78,3:00:00 PM,6/21/2022
1.82,3:06:00 PM,6/21/2022
1.86,3:12:00 PM,6/21/2022
1.89,3:18:00 PM,6/21/2022
1.91,3:24:00 PM,6/21/2022
1.93,3:30:00 PM,6/21/2022
1.94,3:36:00 PM,6/21/2022
1.95,3:42:00 PM,6/21/2022
1.94,3:48:00 PM,6/21/2022
1.91,3:54:00 PM,6/21/2022
1.87,4:00:00 PM,6/21/2022
1.81,4:06:00 PM,6/21/2022
1.75,4:12:00 PM,6/21/2022
1.68,4:18:00 PM,6/21/2022
1.61,4:24:00 PM,6/21/2022
1.53,4:30:00 PM,6/21/2022
1.47,4:36:00 PM,6/21/2022
1.4,4:42:00 PM,6/21/2022
1.34,4:48:00 PM,6/21/2022
1.27,4:54:00 PM,6/21/2022
1.21,5:00:00 PM,6/21/2022
1.15,5:06:00 PM,6/21/2022
1.09,5:12:00 PM,6/21/2022
1.02,5:18:00 PM,6/21/2022
0.96,5:24:00 PM,6/21/2022
0.9,5:30:00 PM,6/21/2022
0.84,5:36:00 PM,6/21/2022
0.77,5:42:00 PM,6/21/2022
0.71,5:48:00 PM,6/21/2022
0.64,5:54:00 PM,6/21/2022
0.57,6:00:00 PM,6/21/2022
0.5,6:06:00 PM,6/21/2022
0.44,6:12:00 PM,6/21/2022
0.37,6:18:00 PM,6/21/2022
0.29,6:24:00 PM,6/21/2022
0.23,6:30:00 PM,6/21/2022
0.16,6:36:00 PM,6/21/2022
0.09,6:42:00 PM,6/21/2022
0.01,6:48:00 PM,6/21/2022
-0.06,6:54:00 PM,6/21/2022
-0.14,7:00:00 PM,6/21/2022
-0.2,7:06:00 PM,6/21/2022
-0.28,7:12:00 PM,6/21/2022
-0.36,7:18:00 PM,6/21/2022
-0.43,7:24:00 PM,6/21/2022
-0.5,7:30:00 PM,6/21/2022
-0.57,7:36:00 PM,6/21/2022
-0.65,7:42:00 PM,6/21/2022
-0.72,7:48:00 PM,6/21/2022
-0.79,7:54:00 PM,6/21/2022
-0.85,8:00:00 PM,6/21/2022
-0.93,8:06:00 PM,6/21/2022
-0.99,8:12:00 PM,6/21/2022
-1.06,8:18:00 PM,6/21/2022
-1.13,8:24:00 PM,6/21/2022
-1.19,8:30:00 PM,6/21/2022
-1.26,8:36:00 PM,6/21/2022
-1.32,8:42:00 PM,6/21/2022
-1.39,8:48:00 PM,6/21/2022
-1.45,8:54:00 PM,6/21/2022
-1.51,9:00:00 PM,6/21/2022
-1.55,9:06:00 PM,6/21/2022
-1.59,9:12:00 PM,6/21/2022
-1.63,9:18:00 PM,6/21/2022
-1.66,9:24:00 PM,6/21/2022
-1.68,9:30:00 PM,6/21/2022
-1.7,9:36:00 PM,6/21/2022
-1.7,9:42:00 PM,6/21/2022
-1.71,9:48:00 PM,6/21/2022
-1.7,9:54:00 PM,6/21/2022
-1.68,10:00:00 PM,6/21/2022
-1.64,10:06:00 PM,6/21/2022
-1.61,10:12:00 PM,6/21/2022
-1.56,10:18:00 PM,6/21/2022
-1.51,10:24:00 PM,6/21/2022
-1.45,10:30:00 PM,6/21/2022
-1.4,10:36:00 PM,6/21/2022
-1.35,10:42:00 PM,6/21/2022
-1.3,10:48:00 PM,6/21/2022
-1.25,10:54:00 PM,6/21/2022
-1.21,11:00:00 PM,6/21/2022
-1.15,11:06:00 PM,6/21/2022
-1.1,11:12:00 PM,6/21/2022
-1.04,11:18:00 PM,6/21/2022
-0.99,11:24:00 PM,6/21/2022
-0.93,11:30:00 PM,6/21/2022
-0.86,11:36:00 PM,6/21/2022
-0.8,11:42:00 PM,6/21/2022
-0.73,11:48:00 PM,6/21/2022
-0.66,11:54:00 PM,6/21/2022
-0.59,12:00:00 AM,6/22/2022
-0.49,12:06:00 AM,6/22/2022
-0.43,12:12:00 AM,6/22/2022
-0.35,12:18:00 AM,6/22/2022
-0.27,12:24:00 AM,6/22/2022
-0.19,12:30:00 AM,6/22/2022
-0.1,12:36:00 AM,6/22/2022
-0.02,12:42:00 AM,6/22/2022
0.06,12:48:00 AM,6/22/2022
0.14,12:54:00 AM,6/22/2022
0.22,1:00:00 AM,6/22/2022
0.31,1:06:00 AM,6/22/2022
0.39,1:12:00 AM,6/22/2022
0.47,1:18:00 AM,6/22/2022
0.55,1:24:00 AM,6/22/2022
0.62,1:30:00 AM,6/22/2022
0.7,1:36:00 AM,6/22/2022
0.77,1:42:00 AM,6/22/2022
0.84,1:48:00 AM,6/22/2022
0.91,1:54:00 AM,6/22/2022
0.98,2:00:00 AM,6/22/2022
1.06,2:06:00 AM,6/22/2022
1.13,2:12:00 AM,6/22/2022
1.2,2:18:00 AM,6/22/2022
1.27,2:24:00 AM,6/22/2022
1.34,2:30:00 AM,6/22/2022
1.4,2:36:00 AM,6/22/2022
1.46,2:42:00 AM,6/22/2022
1.52,2:48:00 AM,6/22/2022
1.56,2:54:00 AM,6/22/2022
1.6,3:00:00 AM,6/22/2022
1.64,3:06:00 AM,6/22/2022
1.67,3:12:00 AM,6/22/2022
1.69,3:18:00 AM,6/22/2022
1.72,3:24:00 AM,6/22/2022
1.74,3:30:00 AM,6/22/2022
1.76,3:36:00 AM,6/22/2022
1.77,3:42:00 AM,6/22/2022
1.76,3:48:00 AM,6/22/2022
1.75,3:54:00 AM,6/22/2022
1.73,4:00:00 AM,6/22/2022
1.69,4:06:00 AM,6/22/2022
1.65,4:12:00 AM,6/22/2022
1.6,4:18:00 AM,6/22/2022
1.54,4:24:00 AM,6/22/2022
1.47,4:30:00 AM,6/22/2022
1.4,4:36:00 AM,6/22/2022
1.34,4:42:00 AM,6/22/2022
1.27,4:48:00 AM,6/22/2022
1.2,4:54:00 AM,6/22/2022
1.14,5:00:00 AM,6/22/2022
1.07,5:06:00 AM,6/22/2022
1.01,5:12:00 AM,6/22/2022
0.94,5:18:00 AM,6/22/2022
0.87,5:24:00 AM,6/22/2022
0.8,5:30:00 AM,6/22/2022
0.72,5:36:00 AM,6/22/2022
0.65,5:42:00 AM,6/22/2022
0.58,5:48:00 AM,6/22/2022
0.5,5:54:00 AM,6/22/2022
0.42,6:00:00 AM,6/22/2022
0.34,6:06:00 AM,6/22/2022
0.26,6:12:00 AM,6/22/2022
0.18,6:18:00 AM,6/22/2022
0.11,6:24:00 AM,6/22/2022
0.03,6:30:00 AM,6/22/2022
-0.04,6:36:00 AM,6/22/2022
-0.11,6:42:00 AM,6/22/2022
-0.19,6:48:00 AM,6/22/2022
-0.27,6:54:00 AM,6/22/2022
-0.35,7:00:00 AM,6/22/2022
-0.43,7:06:00 AM,6/22/2022
-0.51,7:12:00 AM,6/22/2022
-0.6,7:18:00 AM,6/22/2022
-0.68,7:24:00 AM,6/22/2022
-0.77,7:30:00 AM,6/22/2022
-0.86,7:36:00 AM,6/22/2022
-0.94,7:42:00 AM,6/22/2022
-1.02,7:48:00 AM,6/22/2022
-1.11,7:54:00 AM,6/22/2022
-1.19,8:00:00 AM,6/22/2022
-1.28,8:06:00 AM,6/22/2022
-1.37,8:12:00 AM,6/22/2022
-1.45,8:18:00 AM,6/22/2022
-1.53,8:24:00 AM,6/22/2022
-1.61,8:30:00 AM,6/22/2022
-1.7,8:36:00 AM,6/22/2022
-1.77,8:42:00 AM,6/22/2022
-1.84,8:48:00 AM,6/22/2022
-1.9,8:54:00 AM,6/22/2022
-1.97,9:00:00 AM,6/22/2022
-2.02,9:06:00 AM,6/22/2022
-2.08,9:12:00 AM,6/22/2022
-2.13,9:18:00 AM,6/22/2022
-2.18,9:24:00 AM,6/22/2022
-2.23,9:30:00 AM,6/22/2022
-2.26,9:36:00 AM,6/22/2022
-2.29,9:42:00 AM,6/22/2022
-2.31,9:48:00 AM,6/22/2022
-2.34,9:54:00 AM,6/22/2022
-2.35,10:00:00 AM,6/22/2022
-2.36,10:06:00 AM,6/22/2022
-2.35,10:12:00 AM,6/22/2022
-2.34,10:18:00 AM,6/22/2022
-2.32,10:24:00 AM,6/22/2022
-2.27,10:30:00 AM,6/22/2022
-2.21,10:36:00 AM,6/22/2022
-2.13,10:42:00 AM,6/22/2022
-2.05,10:48:00 AM,6/22/2022
-1.96,10:54:00 AM,6/22/2022
-1.89,11:00:00 AM,6/22/2022
-1.81,11:06:00 AM,6/22/2022
-1.74,11:12:00 AM,6/22/2022
-1.66,11:18:00 AM,6/22/2022
-1.58,11:24:00 AM,6/22/2022
-1.5,11:30:00 AM,6/22/2022
-1.41,11:36:00 AM,6/22/2022
-1.33,11:42:00 AM,6/22/2022
-1.25,11:48:00 AM,6/22/2022
-1.19,11:54:00 AM,6/22/2022
-1.14,12:00:00 PM,6/22/2022
-1.07,12:06:00 PM,6/22/2022
-1,12:12:00 PM,6/22/2022
-0.92,12:18:00 PM,6/22/2022
-0.85,12:24:00 PM,6/22/2022
-0.76,12:30:00 PM,6/22/2022
-0.68,12:36:00 PM,6/22/2022
-0.6,12:42:00 PM,6/22/2022
-0.53,12:48:00 PM,6/22/2022
-0.45,12:54:00 PM,6/22/2022
-0.37,1:00:00 PM,6/22/2022
-0.28,1:06:00 PM,6/22/2022
-0.2,1:12:00 PM,6/22/2022
-0.11,1:18:00 PM,6/22/2022
-0.02,1:24:00 PM,6/22/2022
0.08,1:30:00 PM,6/22/2022
0.16,1:36:00 PM,6/22/2022
0.26,1:42:00 PM,6/22/2022
0.35,1:48:00 PM,6/22/2022
0.44,1:54:00 PM,6/22/2022
0.53,2:00:00 PM,6/22/2022
0.63,2:06:00 PM,6/22/2022
0.7,2:12:00 PM,6/22/2022
0.79,2:18:00 PM,6/22/2022
0.87,2:24:00 PM,6/22/2022
0.94,2:30:00 PM,6/22/2022
1.11,2:42:00 PM,6/22/2022
1.18,2:48:00 PM,6/22/2022
1.26,2:54:00 PM,6/22/2022
1.33,3:00:00 PM,6/22/2022
1.4,3:06:00 PM,6/22/2022
1.47,3:12:00 PM,6/22/2022
1.53,3:18:00 PM,6/22/2022
1.61,3:24:00 PM,6/22/2022
1.67,3:30:00 PM,6/22/2022
1.72,3:36:00 PM,6/22/2022
1.76,3:42:00 PM,6/22/2022
1.81,3:48:00 PM,6/22/2022
1.85,3:54:00 PM,6/22/2022
1.88,4:00:00 PM,6/22/2022
1.9,4:06:00 PM,6/22/2022
1.91,4:12:00 PM,6/22/2022
1.92,4:18:00 PM,6/22/2022
1.92,4:24:00 PM,6/22/2022
1.9,4:30:00 PM,6/22/2022
1.88,4:36:00 PM,6/22/2022
1.85,4:42:00 PM,6/22/2022
1.8,4:48:00 PM,6/22/2022
1.74,4:54:00 PM,6/22/2022
1.68,5:00:00 PM,6/22/2022
1.63,5:06:00 PM,6/22/2022
1.56,5:12:00 PM,6/22/2022
1.49,5:18:00 PM,6/22/2022
1.41,5:24:00 PM,6/22/2022
1.35,5:30:00 PM,6/22/2022
1.28,5:36:00 PM,6/22/2022
1.22,5:42:00 PM,6/22/2022
1.15,5:48:00 PM,6/22/2022
1.09,5:54:00 PM,6/22/2022
1.03,6:00:00 PM,6/22/2022
0.97,6:06:00 PM,6/22/2022
0.91,6:12:00 PM,6/22/2022
0.86,6:18:00 PM,6/22/2022
0.8,6:24:00 PM,6/22/2022
0.73,6:30:00 PM,6/22/2022
0.68,6:36:00 PM,6/22/2022
0.62,6:42:00 PM,6/22/2022
0.55,6:48:00 PM,6/22/2022
0.48,6:54:00 PM,6/22/2022
0.42,7:00:00 PM,6/22/2022
0.35,7:06:00 PM,6/22/2022
0.29,7:12:00 PM,6/22/2022
0.22,7:18:00 PM,6/22/2022
0.16,7:24:00 PM,6/22/2022
0.09,7:30:00 PM,6/22/2022
0.01,7:36:00 PM,6/22/2022
-0.06,7:42:00 PM,6/22/2022
-0.13,7:48:00 PM,6/22/2022
-0.21,7:54:00 PM,6/22/2022
-0.28,8:00:00 PM,6/22/2022
-0.35,8:06:00 PM,6/22/2022
-0.42,8:12:00 PM,6/22/2022
-0.51,8:18:00 PM,6/22/2022
-0.58,8:24:00 PM,6/22/2022
-0.66,8:30:00 PM,6/22/2022
-0.72,8:36:00 PM,6/22/2022
-0.79,8:42:00 PM,6/22/2022
-0.86,8:48:00 PM,6/22/2022
-0.92,8:54:00 PM,6/22/2022
-0.99,9:00:00 PM,6/22/2022
-1.06,9:06:00 PM,6/22/2022
-1.13,9:12:00 PM,6/22/2022
-1.19,9:18:00 PM,6/22/2022
-1.26,9:24:00 PM,6/22/2022
-1.32,9:30:00 PM,6/22/2022
-1.39,9:36:00 PM,6/22/2022
-1.44,9:42:00 PM,6/22/2022
-1.49,9:48:00 PM,6/22/2022
-1.53,9:54:00 PM,6/22/2022
-1.57,10:00:00 PM,6/22/2022
-1.61,10:06:00 PM,6/22/2022
-1.66,10:12:00 PM,6/22/2022
-1.71,10:18:00 PM,6/22/2022
-1.78,10:24:00 PM,6/22/2022
-1.83,10:30:00 PM,6/22/2022
-1.9,10:36:00 PM,6/22/2022
-1.95,10:42:00 PM,6/22/2022
-1.99,10:48:00 PM,6/22/2022
-2,10:54:00 PM,6/22/2022
-2.02,11:00:00 PM,6/22/2022
-2.03,11:06:00 PM,6/22/2022
-2.01,11:12:00 PM,6/22/2022
-1.95,11:18:00 PM,6/22/2022
-1.89,11:24:00 PM,6/22/2022
-1.81,11:30:00 PM,6/22/2022
-1.7,11:36:00 PM,6/22/2022
-1.56,11:42:00 PM,6/22/2022
-1.43,11:48:00 PM,6/22/2022
-1.34,11:54:00 PM,6/22/2022
-1.27,12:00:00 AM,6/23/2022
-1.2,12:06:00 AM,6/23/2022
-1.13,12:12:00 AM,6/23/2022
-1.07,12:18:00 AM,6/23/2022
-1,12:24:00 AM,6/23/2022
-0.95,12:30:00 AM,6/23/2022
-0.89,12:36:00 AM,6/23/2022
-0.82,12:42:00 AM,6/23/2022
-0.75,12:48:00 AM,6/23/2022
-0.67,12:54:00 AM,6/23/2022
-0.62,1:00:00 AM,6/23/2022
-0.55,1:06:00 AM,6/23/2022
-0.49,1:12:00 AM,6/23/2022
-0.41,1:18:00 AM,6/23/2022
-0.35,1:24:00 AM,6/23/2022
-0.28,1:30:00 AM,6/23/2022
-0.21,1:36:00 AM,6/23/2022
-0.13,1:42:00 AM,6/23/2022
-0.04,1:48:00 AM,6/23/2022
0.03,1:54:00 AM,6/23/2022
0.09,2:00:00 AM,6/23/2022
0.15,2:06:00 AM,6/23/2022
0.21,2:12:00 AM,6/23/2022
0.28,2:18:00 AM,6/23/2022
0.34,2:24:00 AM,6/23/2022
0.38,2:30:00 AM,6/23/2022
0.42,2:36:00 AM,6/23/2022
0.44,2:42:00 AM,6/23/2022
0.47,2:48:00 AM,6/23/2022
0.52,2:54:00 AM,6/23/2022
0.54,3:00:00 AM,6/23/2022
0.58,3:06:00 AM,6/23/2022
0.62,3:12:00 AM,6/23/2022
0.69,3:18:00 AM,6/23/2022
0.75,3:24:00 AM,6/23/2022
0.8,3:30:00 AM,6/23/2022
0.87,3:36:00 AM,6/23/2022
0.93,3:42:00 AM,6/23/2022
0.99,3:48:00 AM,6/23/2022
1.06,3:54:00 AM,6/23/2022
1.12,4:00:00 AM,6/23/2022
1.18,4:06:00 AM,6/23/2022
1.23,4:12:00 AM,6/23/2022
1.29,4:18:00 AM,6/23/2022
1.32,4:24:00 AM,6/23/2022
1.34,4:30:00 AM,6/23/2022
1.36,4:36:00 AM,6/23/2022
1.37,4:42:00 AM,6/23/2022
1.37,4:48:00 AM,6/23/2022
1.36,4:54:00 AM,6/23/2022
1.34,5:00:00 AM,6/23/2022
1.34,5:06:00 AM,6/23/2022
1.32,5:12:00 AM,6/23/2022
1.29,5:18:00 AM,6/23/2022
1.24,5:24:00 AM,6/23/2022
1.19,5:30:00 AM,6/23/2022
1.14,5:36:00 AM,6/23/2022
1.09,5:42:00 AM,6/23/2022
1.02,5:48:00 AM,6/23/2022
0.95,5:54:00 AM,6/23/2022
0.9,6:00:00 AM,6/23/2022
0.84,6:06:00 AM,6/23/2022
0.78,6:12:00 AM,6/23/2022
0.72,6:18:00 AM,6/23/2022
0.66,6:24:00 AM,6/23/2022
0.6,6:30:00 AM,6/23/2022
0.54,6:36:00 AM,6/23/2022
0.48,6:42:00 AM,6/23/2022
0.41,6:48:00 AM,6/23/2022
0.34,6:54:00 AM,6/23/2022
0.27,7:00:00 AM,6/23/2022
0.2,7:06:00 AM,6/23/2022
0.13,7:12:00 AM,6/23/2022
0.05,7:18:00 AM,6/23/2022
-0.02,7:24:00 AM,6/23/2022
-0.1,7:30:00 AM,6/23/2022
-0.17,7:36:00 AM,6/23/2022
-0.24,7:42:00 AM,6/23/2022
-0.32,7:48:00 AM,6/23/2022
-0.4,7:54:00 AM,6/23/2022
-0.47,8:00:00 AM,6/23/2022
-0.56,8:06:00 AM,6/23/2022
-0.67,8:12:00 AM,6/23/2022
-0.72,8:18:00 AM,6/23/2022
-0.8,8:24:00 AM,6/23/2022
-0.89,8:30:00 AM,6/23/2022
-0.95,8:36:00 AM,6/23/2022
-1.03,8:42:00 AM,6/23/2022
-1.11,8:48:00 AM,6/23/2022
-1.17,8:54:00 AM,6/23/2022
-1.24,9:00:00 AM,6/23/2022
-1.31,9:06:00 AM,6/23/2022
-1.37,9:12:00 AM,6/23/2022
-1.44,9:18:00 AM,6/23/2022
-1.52,9:24:00 AM,6/23/2022
-1.59,9:30:00 AM,6/23/2022
-1.67,9:36:00 AM,6/23/2022
-1.74,9:42:00 AM,6/23/2022
-1.81,9:48:00 AM,6/23/2022
-1.88,9:54:00 AM,6/23/2022
-1.94,10:00:00 AM,6/23/2022
-2,10:06:00 AM,6/23/2022
-2.06,10:12:00 AM,6/23/2022
-2.12,10:18:00 AM,6/23/2022
-2.15,10:24:00 AM,6/23/2022
-2.16,10:30:00 AM,6/23/2022
-2.15,10:36:00 AM,6/23/2022
-2.12,10:42:00 AM,6/23/2022
-2.09,10:48:00 AM,6/23/2022
-2.05,10:54:00 AM,6/23/2022
-2.02,11:00:00 AM,6/23/2022
-2.01,11:06:00 AM,6/23/2022
-2.01,11:12:00 AM,6/23/2022
-1.99,11:18:00 AM,6/23/2022
-1.95,11:24:00 AM,6/23/2022
-1.89,11:30:00 AM,6/23/2022
-1.82,11:36:00 AM,6/23/2022
-1.75,11:42:00 AM,6/23/2022
-1.68,11:48:00 AM,6/23/2022
-1.59,11:54:00 AM,6/23/2022
-1.51,12:00:00 PM,6/23/2022
-1.43,12:06:00 PM,6/23/2022
-1.36,12:12:00 PM,6/23/2022
-1.29,12:18:00 PM,6/23/2022
-1.22,12:24:00 PM,6/23/2022
-1.16,12:30:00 PM,6/23/2022
-1.08,12:36:00 PM,6/23/2022
-1,12:42:00 PM,6/23/2022
-0.92,12:48:00 PM,6/23/2022
-0.85,12:54:00 PM,6/23/2022
-0.77,1:00:00 PM,6/23/2022
-0.68,1:06:00 PM,6/23/2022
-0.59,1:12:00 PM,6/23/2022
-0.5,1:18:00 PM,6/23/2022
-0.41,1:24:00 PM,6/23/2022
-0.31,1:30:00 PM,6/23/2022
-0.22,1:36:00 PM,6/23/2022
-0.14,1:42:00 PM,6/23/2022
-0.07,1:48:00 PM,6/23/2022
0,1:54:00 PM,6/23/2022
0.09,2:00:00 PM,6/23/2022
0.16,2:06:00 PM,6/23/2022
0.24,2:12:00 PM,6/23/2022
0.33,2:18:00 PM,6/23/2022
0.41,2:24:00 PM,6/23/2022
0.5,2:30:00 PM,6/23/2022
0.59,2:36:00 PM,6/23/2022
0.68,2:42:00 PM,6/23/2022
0.77,2:48:00 PM,6/23/2022
0.87,2:54:00 PM,6/23/2022
0.96,3:00:00 PM,6/23/2022
1.04,3:06:00 PM,6/23/2022
1.13,3:12:00 PM,6/23/2022
1.21,3:18:00 PM,6/23/2022
1.3,3:24:00 PM,6/23/2022
1.39,3:30:00 PM,6/23/2022
1.48,3:36:00 PM,6/23/2022
1.56,3:42:00 PM,6/23/2022
1.65,3:48:00 PM,6/23/2022
1.72,3:54:00 PM,6/23/2022
1.79,4:00:00 PM,6/23/2022
1.85,4:06:00 PM,6/23/2022
1.91,4:12:00 PM,6/23/2022
1.97,4:18:00 PM,6/23/2022
2.02,4:24:00 PM,6/23/2022
2.06,4:30:00 PM,6/23/2022
2.1,4:36:00 PM,6/23/2022
2.15,4:42:00 PM,6/23/2022
2.18,4:48:00 PM,6/23/2022
2.21,4:54:00 PM,6/23/2022
2.23,5:00:00 PM,6/23/2022
2.25,5:06:00 PM,6/23/2022
2.26,5:12:00 PM,6/23/2022
2.26,5:18:00 PM,6/23/2022
2.26,5:24:00 PM,6/23/2022
2.24,5:30:00 PM,6/23/2022
2.22,5:36:00 PM,6/23/2022
2.18,5:42:00 PM,6/23/2022
2.14,5:48:00 PM,6/23/2022
2.08,5:54:00 PM,6/23/2022
2.02,6:00:00 PM,6/23/2022
1.96,6:06:00 PM,6/23/2022
1.89,6:12:00 PM,6/23/2022
1.81,6:18:00 PM,6/23/2022
1.73,6:24:00 PM,6/23/2022
1.66,6:30:00 PM,6/23/2022
1.59,6:36:00 PM,6/23/2022
1.52,6:42:00 PM,6/23/2022
1.45,6:48:00 PM,6/23/2022
1.39,6:54:00 PM,6/23/2022
1.32,7:00:00 PM,6/23/2022
1.26,7:06:00 PM,6/23/2022
1.2,7:12:00 PM,6/23/2022
1.14,7:18:00 PM,6/23/2022
1.07,7:24:00 PM,6/23/2022
1.01,7:30:00 PM,6/23/2022
0.96,7:36:00 PM,6/23/2022
0.89,7:42:00 PM,6/23/2022
0.84,7:48:00 PM,6/23/2022
0.79,7:54:00 PM,6/23/2022
0.73,8:00:00 PM,6/23/2022
0.67,8:06:00 PM,6/23/2022
0.6,8:12:00 PM,6/23/2022
0.54,8:18:00 PM,6/23/2022
0.48,8:24:00 PM,6/23/2022
0.41,8:30:00 PM,6/23/2022
0.34,8:36:00 PM,6/23/2022
0.26,8:42:00 PM,6/23/2022
0.18,8:48:00 PM,6/23/2022
0.1,8:54:00 PM,6/23/2022
0.03,9:00:00 PM,6/23/2022
-0.05,9:06:00 PM,6/23/2022
-0.12,9:12:00 PM,6/23/2022
-0.2,9:18:00 PM,6/23/2022
-0.27,9:24:00 PM,6/23/2022
-0.34,9:30:00 PM,6/23/2022
-0.42,9:36:00 PM,6/23/2022
-0.49,9:42:00 PM,6/23/2022
-0.56,9:48:00 PM,6/23/2022
-0.64,9:54:00 PM,6/23/2022
-0.7,10:00:00 PM,6/23/2022
-0.76,10:06:00 PM,6/23/2022
-0.83,10:12:00 PM,6/23/2022
-0.9,10:18:00 PM,6/23/2022
-0.97,10:24:00 PM,6/23/2022
-1.04,10:30:00 PM,6/23/2022
-1.11,10:36:00 PM,6/23/2022
-1.17,10:42:00 PM,6/23/2022
-1.24,10:48:00 PM,6/23/2022
-1.3,10:54:00 PM,6/23/2022
-1.34,11:00:00 PM,6/23/2022
-1.39,11:06:00 PM,6/23/2022
-1.43,11:12:00 PM,6/23/2022
-1.46,11:18:00 PM,6/23/2022
-1.49,11:24:00 PM,6/23/2022
-1.5,11:30:00 PM,6/23/2022
-1.51,11:36:00 PM,6/23/2022
-1.51,11:42:00 PM,6/23/2022
-1.51,11:48:00 PM,6/23/2022
-1.48,11:54:00 PM,6/23/2022
-1.45,12:00:00 AM,6/24/2022
-1.39,12:06:00 AM,6/24/2022
-1.34,12:12:00 AM,6/24/2022
-1.29,12:18:00 AM,6/24/2022
-1.22,12:24:00 AM,6/24/2022
-1.15,12:30:00 AM,6/24/2022
-1.09,12:36:00 AM,6/24/2022
-1.03,12:42:00 AM,6/24/2022
-0.99,12:48:00 AM,6/24/2022
-0.95,12:54:00 AM,6/24/2022
-0.9,1:00:00 AM,6/24/2022
-0.85,1:06:00 AM,6/24/2022
-0.81,1:12:00 AM,6/24/2022
-0.76,1:18:00 AM,6/24/2022
-0.71,1:24:00 AM,6/24/2022
-0.66,1:30:00 AM,6/24/2022
-0.61,1:36:00 AM,6/24/2022
-0.55,1:42:00 AM,6/24/2022
-0.49,1:48:00 AM,6/24/2022
-0.43,1:54:00 AM,6/24/2022
-0.36,2:00:00 AM,6/24/2022
-0.3,2:06:00 AM,6/24/2022
-0.22,2:12:00 AM,6/24/2022
-0.14,2:18:00 AM,6/24/2022
-0.07,2:24:00 AM,6/24/2022
0.01,2:30:00 AM,6/24/2022
0.07,2:36:00 AM,6/24/2022
0.15,2:42:00 AM,6/24/2022
0.22,2:48:00 AM,6/24/2022
0.29,2:54:00 AM,6/24/2022
0.36,3:00:00 AM,6/24/2022
0.44,3:06:00 AM,6/24/2022
0.51,3:12:00 AM,6/24/2022
0.58,3:18:00 AM,6/24/2022
0.65,3:24:00 AM,6/24/2022
0.72,3:30:00 AM,6/24/2022
0.79,3:36:00 AM,6/24/2022
0.86,3:42:00 AM,6/24/2022
0.93,3:48:00 AM,6/24/2022
0.98,3:54:00 AM,6/24/2022
1.03,4:00:00 AM,6/24/2022
1.09,4:06:00 AM,6/24/2022
1.14,4:12:00 AM,6/24/2022
1.18,4:18:00 AM,6/24/2022
1.23,4:24:00 AM,6/24/2022
1.27,4:30:00 AM,6/24/2022
1.32,4:36:00 AM,6/24/2022
1.36,4:42:00 AM,6/24/2022
1.4,4:48:00 AM,6/24/2022
1.43,4:54:00 AM,6/24/2022
1.46,5:00:00 AM,6/24/2022
1.48,5:06:00 AM,6/24/2022
1.51,5:12:00 AM,6/24/2022
1.52,5:18:00 AM,6/24/2022
1.53,5:24:00 AM,6/24/2022
1.53,5:30:00 AM,6/24/2022
1.52,5:36:00 AM,6/24/2022
1.5,5:42:00 AM,6/24/2022
1.48,5:48:00 AM,6/24/2022
1.45,5:54:00 AM,6/24/2022
1.42,6:00:00 AM,6/24/2022
1.38,6:06:00 AM,6/24/2022
1.33,6:12:00 AM,6/24/2022
1.28,6:18:00 AM,6/24/2022
1.23,6:24:00 AM,6/24/2022
1.18,6:30:00 AM,6/24/2022
1.12,6:36:00 AM,6/24/2022
1.08,6:42:00 AM,6/24/2022
